REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
36170983600000;;FATEK POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ;Beata LeczyÒska                                   ;ZT;6108   ;ul. Siwka 11                                                  ;KrakÛw                       ;4619Z;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.fatekpolska.pl;22.0;;;;;;;;;;;
36177988300000;;KTK IWANICCY SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA ;Katarzyna Kalinowska                              ;ZT;3553   ;ul. Dojazdowa 4                                               ;Lubsko                       ;3109 ;60;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ktkiwaniccy.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
30239599600000;;DESTYLARNIA MALINIEC SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Justyna Hornung                                   ;ZT;18004  ;ul. Brunatna 19                                               ;Konin                        ;1101 ;39;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.destylacjepolskie.com.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
36377202300000;;MULTITECHNIKA GORLAK I SYNOWIE SP”£KA JAWNA                             ;Anna Kwaúnica                                     ;ZT;18269  ;ul. Kamienna 19                                               ;Wysogotowo                   ;1813 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.multitechnika.com;1.0;1;1;2;1;2;1;2;2;2;2;1
29119497800000;;"OLCZYK PAWE£ FIRMA ""EP Projekt""                                         ";Paulina Ciesielska                                ;ZT;16314  ;ul. Fabryczna 10                                              ;Skarøysko-Kamienna           ;4759 ;54;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.epporojekt.pl;21.0;;;;;;;;;;;
27833138800000;;VOESTALPINE STEEL SERVICE CENTER POLSKA SP. Z O.O.                      ;Magdalena Adamczyk                                ;ZT;15484  ;ul. OúwiÍcimska 403                                           ;Tychy                        ;2562 ;84;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.voestalpine.com/ssc/standorte/polen;1.0;2;2;2;2;2;2;2;2;2;2;2
36068709600000;;ADPOL SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Mirela ZieliÒska                                  ;ZT;2036   ;ul. W≥oc≥awska 167                                            ;ToruÒ                        ;1623Z;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.adpol.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
36127729400000;;HEJAN SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA        ;Beata LeczyÒska                                   ;ZT;6090   ;ul. Zielona 45                                                ;Nowy Sπcz                    ;4322 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.hejan.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
30258568500000;;RETAILCLOT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Justyna Hornung                                   ;ZT;18035  ;ul. GÛrecka 104                                               ;PoznaÒ                       ;4642Z;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.supportme.pl;2.0;;;;;;;;;;;
36403678600000;;J.P.B. SYSTEME SP”£KA AKCYJNA UPROSZCZONA ODDZIA£ W POLSCE              ;Eløbieta Zborowska                                ;ZT;11380  ;Jasionka 954B                                                 ;Jasionka                     ;7112 ;34;0;2;0;0;0;0;0;0;0;2;1;1;1;https://www.kpsterling.pl;1.0;1;1;2;2;2;1;2;2;1;1;1
36088884800000;;BOTT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                            ;Justyna Hornung                                   ;ZT;18183  ;ul. Budowlanych 8                                             ;Leszno                       ;1812 ;29;0;2;0;0;0;0;0;0;0;1;1;2;1;https://www.bott.pl;1.0;2;1;2;2;2;2;2;2;1;1;2
28056173800000;;ZAK£AD GOSPODARKI KOMUNALNEJ W KURZ TNIKU SP”£KA Z OGRANICZON• ODPOWIEDZ;Aneta Witkowska                                   ;ZT;16736  ;ul. Tadeusza Koúciuszki 23                                    ;KurzÍtnik                    ;3600 ;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zgkkurzetnik.pl;21.0;;;;;;;;;;;
33036769900000;;"""BALTIC NET"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ";Magdalena Mac                                     ;ZT;19571  ;ul. JÛzefa Conrada 13                                         ;Dar≥owo                      ;4751 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.balticnet.pl;4.0;;;;;;;;;;;
36404888400000;;SAS JOBS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;Joanna Dobrakowska                                ;ZT;9306   ;ul. Grochowska 331 m U3                                       ;Warszawa                     ;7820Z;101;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.saslogistic.pl;1.0;1;1;2;2;1;1;2;2;1;1;1
36115029200000;;I.M. WORK SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA    ;Joanna Dobrakowska                                ;ZT;9170   ;"Aleja ""Solidarnoúci"" 75 m 26                                  ";Warszawa                     ;7830 ;306;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.marks.biz.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36100992600000;;DINO PO£UDNIE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Justyna Hornung                                   ;ZT;18190  ;ul. Ostrowska 122                                             ;Krotoszyn                    ;5210 ;478;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.marketdino.pl;2.0;;;;;;;;;;;
36452241700000;;V COMPONENT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Aneta Witkowska                                   ;ZT;16820  ;Byszwa≥d 23J                                                  ;Lubawa                       ;3109 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.vbch.pl;1.0;2;1;2;2;2;2;2;2;2;2;2
36130133100000;;HS CLEANING SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Magdalena Adamczyk                                ;ZT;15544  ;ul. Katowicka 101                                             ;Bielsko-Bia≥a                ;8121 ;84;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.office-support.com;21.0;;;;;;;;;;;
30069152600000;;TANK-MARK SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ;Justyna Hornung                                   ;ZT;17703  ;ul. Emilii Sczanieckiej 2                                     ;Kuúlin                       ;4730Z;11;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.ifil.uz.zgora.pl;1.0;1;2;2;2;2;1;2;2;1;2;2
35671924400000;;"MA£GORZATA PALUCH-SMO£A - APTEKA PRYWATNA ""POD ORZECHEM""                ";Beata LeczyÒska                                   ;ZT;5967   ;Cikowice 213                                                  ;Bochnia                      ;4773 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.livrado.pl;1.0;1;2;2;2;2;1;2;2;2;1;2
36152514800000;;COMMERCIAL NETWORKS SERVICE TYMCZYSZYN SP”£KA KOMANDYTOWA               ;Katarzyna Kalinowska                              ;ZT;3547   ;ul. Zacisze 16A                                               ;Zielona GÛra                 ;4120Z;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rachmax.pl;1.0;1;2;2;1;2;2;2;2;1;2;2
36897231800000;;MS SALES SUPPORT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ;Ma≥gorzata Øandarska                              ;ZT;9546   ;ul. W≥odarzewska 45A                                          ;Warszawa                     ;7311 ;65;0;2;0;0;0;0;0;0;0;2;1;1;1;https://www.msservices.pl;1.0;1;2;2;1;2;1;2;2;1;2;1
31151170200000;;"WIETRZYK EUGENIUSZ ""PIEKARNIA-CIASTKARNIA ""                             ";Justyna Hornung                                   ;ZT;18145  ;S≥odkÛw-Kolonia 41a                                           ;Turek                        ;1071 ;41;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.piekarnie.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36201915700000;;ALPHANUMERIC SYSTEMS EUROPE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•     ;Justyna Hornung                                   ;ZT;18224  ;ul. Stanis≥awa WyspiaÒskiego 43                               ;PoznaÒ                       ;6202 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.getsix.pl;1.0;1;1;2;1;2;1;2;2;2;2;2
31160285300000;;JMJ GROUP MAREK RZEPECKI                                                ;Justyna Hornung                                   ;ZT;18153  ;ul. GÛrnicza 1 m 9A                                           ;Konin                        ;7022 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.debet.konin.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
34041610200000;;PHU LIZARD JAROS£AW SUSKI                                               ;Mirela ZieliÒska                                  ;ZT;1876   ;ul. G≥Ûwna 33                                                 ;Osielsko                     ;4641 ;12;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.odblaski.net.pl;1.0;1;1;2;1;2;2;2;2;2;2;2
28160666700000;;BQ SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                              ;Aneta Witkowska                                   ;ZT;16785  ;ul. Ko≥obrzeska 13                                            ;Olsztyn                      ;7022Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.delikatesydwojka.pl;1.0;1;1;1;1;2;2;2;2;1;1;2
36077843300000;;TALAN SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Jolanta Czokaj≥o                                  ;ZT;4246   ;ul. Tuszewska 45                                              ;£owicz                       ;4711 ;42;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.intermarche.pl;1.0;1;2;2;1;2;1;2;2;1;1;1
36079332600000;;DIGITAL OPERATIONS SP”£KA AKCYJNA                                       ;Jolanta Czokaj≥o                                  ;ZT;4247   ;ul. Traktorowa 141/143                                        ;£Ûdü                         ;6202 ;120;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.macauditor.pl;1.0;1;2;2;1;1;1;2;2;2;2;1
36313945500000;;ORANJE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Joanna Dobrakowska                                ;ZT;9270   ;ul. Marsza≥kowska 80                                          ;Warszawa                     ;4773 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bssce.com;1.0;1;2;2;1;2;1;2;2;1;2;2
29012043000000;;MARIAN SOCHA SOCHTRANS TRANSPORT I LOGISTYKA                            ;Paulina Ciesielska                                ;ZT;16172  ;ul. Podmiejska 166                                            ;Miedziana GÛra               ;4941 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dpjacewicz.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
36025111100000;;KAMARAD DAN ONCIUL                                                      ;Mirela ZieliÒska                                  ;ZT;2027   ;ul. Przemys≥owa 2                                             ;SÍpÛlno KrajeÒskie           ;4120 ;42;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.trocinski.com;1.0;1;1;2;2;2;1;2;2;2;2;2
36036823800000;;FORTE BRAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Joanna Dobrakowska                                ;ZT;9141   ;ul. Bia≥a 1                                                   ;OstrÛw Mazowiecka            ;7740 ;23;0;2;0;0;0;0;0;0;0;2;1;1;1;https://www.fortebrand.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
32012929800000;;APO ARTUR POKORSKI                                                      ;Magdalena Mac                                     ;ZT;19362  ;ul. Kazimierska 3G m 3                                        ;Szczecin                     ;5610 ;170;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
36177889500000;;"""BARRY CALLEBAUT SSC EUROPE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•    ";Jolanta Czokaj≥o                                  ;ZT;4263   ;ul. WÛlczaÒska 180                                            ;£Ûdü                         ;6920 ;341;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.barry-callebaut.com;1.0;1;2;2;2;2;2;2;2;2;2;2
36330100000000;;KOMPLET INWEST GRANOPS PRAØANOWSKI SP”£KA KOMANDYTOWA                   ;Katarzyna Kalinowska                              ;ZT;3564   ;ul. Ma≥orolnych 24                                            ;GorzÛw Wielkopolski          ;7112Z;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kompletinwest.pl;1.0;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone
36172769100000;;EC-SERVICE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA   ;Mirela ZieliÒska                                  ;ZT;2049   ;ul. A. Hoffmana 4                                             ;Drzycim                      ;2530 ;24;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ec-service.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
36174120200000;;TOMEX SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Justyna Hornung                                   ;ZT;18214  ;ul. Leúna 10                                                  ;Kobierno                     ;4520 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tomexpolska.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
30141107800000;;TOP FARMS CUW SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Justyna Hornung                                   ;ZT;17828  ;ul. Przelot 24                                                ;PoznaÒ                       ;6920 ;39;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.topfarms.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
29046387300000;;WALSTEAD STARACHOWICE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•           ;Paulina Ciesielska                                ;ZT;16213  ;ul. Krupnicza 3                                               ;KrakÛw                       ;5811 ;299;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.walstead-ce.com;1.0;2;2;2;1;1;2;2;2;1;1;1
32030624000000;;KRAM SIENICKI, NIEDWOROK SP”£KA JAWNA                                   ;Magdalena Mac                                     ;ZT;19384  ;ul. Ignacego Paderewskiego 27                                 ;KamieÒ Pomorski              ;4673 ;19;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pronet.swi.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
32126638200000;;"""MULTISPORT"" S.C. MACIEJ SZAR£ATA, PIOTR SZAR£ATA                       ";Magdalena Mac                                     ;ZT;19491  ;UL. IGNACEGO JANA PADEREWSKIEGO 1                             ;KOSZALIN                     ;4772 ;15;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.gdbiuro.pl;2.0;;;;;;;;;;;
36187805900000;;PDC LOGISTICS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Magdalena Mac                                     ;ZT;19675  ;ul. Kablowa 1                                                 ;Szczecin                     ;5210 ;260;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pdc-logistics.com/;1.0;2;2;2;2;2;2;2;2;1;2;1
30173885600000;;PAWE£ SPERZY—SKI UNIMET ZAK£AD US£UG METALOWO-BUDOWLANYCH               ;Justyna Hornung                                   ;ZT;17891  ;ul. úw. Wincentego 11                                         ;PoznaÒ                       ;2561 ;46;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rowitex.poznan.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
36545364100000;;FLASH-GREEN SP”£KA CYWILNA                                              ;Joanna Dobrakowska                                ;ZT;9378   ;ul. Mi≥a 16                                                   ;Trojany                      ;8121 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pbi-mk.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36061061000000;;VIDEOFONIKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Beata LeczyÒska                                   ;ZT;6072   ;ul. Przemys≥owa 8                                             ;Trzebinia                    ;7022 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.videofonika.pl;1.0;1;1;2;2;2;2;2;2;2;2;2
36198045000000;;SOLARIS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Aneta Witkowska                                   ;ZT;16804  ;ul. Mickiewicza 38C m 1                                       ;Morπg                        ;4773 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuro-ag.pl;1.0;1;1;2;1;2;1;2;2;1;1;2
36556846200000;;GORLICKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;Eløbieta Zborowska                                ;ZT;11404  ;ul. Strefowa 15                                               ;ChmielÛw                     ;6820Z;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.hsbr.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
36061741100000;;GLIWICKIE PRG SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA;Magdalena Adamczyk                                ;ZT;15525  ;ul. Chorzowska 44B                                            ;Gliwice                      ;4399 ;79;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.prg.gliwice.pl;1.0;2;2;2;2;2;1;2;2;2;2;2
36418411000000;;AZ BIJ JACEK I BERNARD JARZ BI—SCY SP”£KA JAWNA                         ;Nina RumiÒska                                     ;ZT;13522  ;ul. åwiÍtojaÒska 20                                           ;Koúcierzyna                  ;4711 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.jarzebinscy.pl;1.0;1;1;2;2;2;1;2;2;1;1;1
32139130200000;;GRYF-CARGO SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Magdalena Mac                                     ;ZT;19511  ;ul. Krakowska 61A                                             ;Szczecin                     ;5210B;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.extradach.pl;1.0;1;1;2;1;2;1;2;2;1;1;1
36998596100000;;RESTO Rafa≥ Grzesiuk                                                    ;Katarzyna Kalinowska                              ;ZT;3601   ;ul. Grunwaldzka 104C                                          ;Zbπszynek                    ;5610 ;349;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
36268515000000;;ALL OFFICE KINGA ASZBRENER                                              ;Joanna Dobrakowska                                ;ZT;9246   ;ul. Towarowa 2                                                ;CiechanÛw                    ;8211 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.slawpol.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
36128655400000;;EWLIT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA        ;Joanna Dobrakowska                                ;ZT;9176   ;ul. Pu≥awska 22 m 4                                           ;Piaseczno                    ;7820 ;1698;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ewl.com.pl;2.0;;;;;;;;;;;
